serviceType, lac-cid, lat, long, attributes
19007, 10035-47762,0.000000,0.000000, 21238
19007, 9734-50492,23.148890,113.241400, 3700
19007, 9496-49583,0.000000,0.000000, 3599
19007, 10032-39143,0.000000,0.000000, 3553
19007, 9435-18362,0.000000,0.000000, 3459
19007, 9435-18363,0.000000,0.000000, 3042
19007, 10302-40857,23.084950,113.512350, 2902
19007, 10309-11894,0.000000,0.000000, 2801
19007, 10040-15259,23.189170,113.436530, 2407
19007, 10023-51125,0.000000,0.000000, 2078
19104, 10332-34005,0.000000,0.000000, 25802
19104, 9475-26644,23.140110,113.449200, 18202
19104, 10306-1195,0.000000,0.000000, 13014
19104, 9481-11245,23.098410,113.250660, 10642
19104, 10306-52293,0.000000,0.000000, 9928
19104, 10306-1121,0.000000,0.000000, 8828
19104, 10322-26794,23.341880,113.361310, 8814
19104, 10306-1215,0.000000,0.000000, 7200
19104, 10332-55552,0.000000,0.000000, 6276
19104, 10007-24895,0.000000,0.000000, 5150
10050, 9739-40194,0.000000,0.000000, 105572
10050, 10037-17347,0.000000,0.000000, 57270
10050, 9429-65432,0.000000,0.000000, 3092
10050, 9441-36118,0.000000,0.000000, 686
10050, 9453-27153,23.134100,113.279000, 610
10050, 9464-22349,23.335830,113.520270, 157
10050, 10310-24107,0.000000,0.000000, 117
10050, 10031-65481,0.000000,0.000000, 117
10050, 9999-32777,23.173710,113.325070, 0
10050, 9509-10915,23.116680,113.395730, 0
13003, 10312-16761,23.122778,113.239167, 17804
13003, 9441-18067,23.062720,113.350550, 9007
13003, 10324-34093,23.537500,113.603340, 7316
13003, 9422-12835,23.187040,113.337070, 7169
13003, 9454-31282,23.094900,113.296000, 6789
13003, 10022-15595,0.000000,0.000000, 6366
13003, 9455-51722,0.000000,0.000000, 4785
13003, 10040-50306,0.000000,0.000000, 4273
13003, 10323-36662,0.000000,0.000000, 3264
13003, 10314-19121,23.092150,113.309901, 2347
24007, 10311-19679,23.079530,113.280300, 7752654
24007, 9441-25616,0.000000,0.000000, 671348
24007, 9472-50232,0.000000,0.000000, 108465
24007, 9435-18449,0.000000,0.000000, 101356
24007, 9741-65411,0.000000,0.000000, 95319
24007, 10314-19173,23.065950,113.311280, 77092
24007, 9452-27145,23.129370,113.291100, 75066
24007, 10318-18013,23.191660,113.226400, 71090
24007, 9510-25173,23.263880,113.300380, 70734
24007, 10032-20872,0.000000,0.000000, 69998
10055, 10307-51378,0.000000,0.000000, 732111
10055, 9473-17442,0.000000,0.000000, 373709
10055, 10320-32681,0.000000,0.000000, 273788
10055, 9438-26149,23.093030,113.303910, 259557
10055, 10309-65412,0.000000,0.000000, 231684
10055, 10325-46436,23.165080,113.343530, 98133
10055, 10039-25166,23.464950,113.525620, 56858
10055, 10315-19437,23.151340,113.249970, 46798
10055, 10009-19024,23.127780,113.260000, 34483
10055, 10022-19446,0.000000,0.000000, 24472
5004, 9438-28888,23.098430,113.303920, 54805
5004, 10326-33157,0.000000,0.000000, 46666
5004, 9442-20796,0.000000,0.000000, 21694
5004, 9731-45994,23.219130,113.288360, 9442
5004, 10035-16465,23.228580,113.252150, 4632
5004, 9441-20563,23.045500,113.367960, 3955
5004, 9509-28386,23.117370,113.405530, 3636
5004, 10024-47354,0.000000,0.000000, 3471
5004, 9444-65402,0.000000,0.000000, 3369
5004, 10027-18419,0.000000,0.000000, 3102
8011, 9489-59766,23.128460,113.251980, 15157033
8011, 9429-21964,0.000000,0.000000, 8253877
8011, 9482-24369,23.101050,113.264970, 4973920
8011, 9480-45079,0.000000,0.000000, 1972123
8011, 9469-11178,23.098220,113.317310, 1355094
8011, 9469-10705,23.095360,113.323970, 1278162
8011, 10312-16484,23.120357,113.236161, 1100729
8011, 9736-45011,23.044730,113.314730, 1080827
8011, 10016-33792,23.069820,113.331280, 1002756
8011, 9692-36428,0.000000,0.000000, 971058
13004, 9437-27492,23.137450,113.254180, 30691
13004, 10318-51257,0.000000,0.000000, 25824
13004, 10007-21164,0.000000,0.000000, 4688
13004, 10010-53382,23.082800,113.332760, 2036
13004, 9430-16307,23.262220,113.266120, 1647
13004, 9748-54554,23.698420,113.411660, 1254
13004, 9445-46021,0.000000,0.000000, 936
13004, 9742-18614,0.000000,0.000000, 871
13004, 10030-25608,23.117832,113.242244, 748
13004, 9475-21855,23.173530,113.456000, 570
22004, 10322-59017,23.312710,113.342880, 1931634
22004, 9743-36072,0.000000,0.000000, 1877239
22004, 10299-14337,23.124790,113.361670, 783535
22004, 10004-24804,23.180990,113.320300, 709844
22004, 9472-29968,23.130240,113.328930, 654836
22004, 10312-53234,23.120357,113.236161, 483066
22004, 9458-15408,23.076874,113.239003, 478508
22004, 9450-37077,23.152900,113.296020, 278479
22004, 10329-43749,23.164990,113.274110, 196773
22004, 9442-12082,0.000000,0.000000, 180702
19029, 10299-15182,23.118340,113.354200, 1264
19029, 9728-56544,23.166720,113.240470, 1220
19029, 9492-28725,23.107150,113.285150, 632
19029, 9469-36921,23.099280,113.310570, 632
19029, 9442-11472,0.000000,0.000000, 528
19029, 9484-921,23.116280,113.282600, 354
19029, 10311-49674,23.083340,113.294830, 354
19029, 9749-35884,23.092140,113.233720, 0
19029, 9747-44057,0.000000,0.000000, 0
19029, 9742-20307,0.000000,0.000000, 0
6029, 9742-18615,0.000000,0.000000, 70063
6029, 9692-13742,0.000000,0.000000, 16944
6029, 9469-26074,23.094800,113.314000, 10895
6029, 10037-65411,0.000000,0.000000, 4012
6029, 9452-57588,23.124170,113.283430, 3001
6029, 9495-11594,0.000000,0.000000, 2242
6029, 10322-31447,23.301650,113.348190, 1980
6029, 10306-57041,0.000000,0.000000, 1980
6029, 9731-45992,23.219130,113.288360, 1030
6029, 10323-32153,0.000000,0.000000, 1026
3024, 10005-29896,23.099220,113.268770, 2392
3024, 10312-16761,23.122778,113.239167, 2100
3024, 10300-23562,0.000000,0.000000, 2068
3024, 10315-25021,23.144010,113.247610, 1744
3024, 9742-19357,0.000000,0.000000, 1296
3024, 10333-34049,0.000000,0.000000, 600
3024, 9739-40194,0.000000,0.000000, 564
3024, 10314-19121,23.092150,113.309901, 404
3024, 9748-40166,23.584570,113.491360, 0
3024, 9675-24569,0.000000,0.000000, 0
19025, 10306-52293,0.000000,0.000000, 6600
19025, 9495-52654,0.000000,0.000000, 3190
19025, 9746-52201,23.170770,113.224360, 2948
19025, 9739-10771,0.000000,0.000000, 1708
19025, 10311-36214,23.079530,113.280300, 342
19025, 10308-18439,0.000000,0.000000, 342
19025, 10041-35612,23.189570,113.260620, 318
19025, 9455-34834,0.000000,0.000000, 236
19025, 9477-45191,23.328994,113.210419, 118
19025, 9441-34667,23.029310,113.339400, 110
2002, 10032-18204,0.000000,0.000000, 53593376
2002, 9739-40194,0.000000,0.000000, 10723288
2002, 10010-53376,23.085840,113.324150, 9179294
2002, 10311-43765,0.000000,0.000000, 7304663
2002, 9475-21855,23.173530,113.456000, 6895770
2002, 10042-13852,23.131360,113.377750, 6697669
2002, 10030-21881,23.118610,113.243300, 4989200
2002, 10306-65403,0.000000,0.000000, 4142401
2002, 9746-40024,23.149050,113.192040, 3560252
2002, 9472-20398,23.125690,113.328680, 3284105
25003, 9509-52396,23.118230,113.404070, 29302
25003, 9746-54135,23.162470,113.213980, 24052
25003, 10322-16215,23.309880,113.359620, 21898
25003, 10309-65410,0.000000,0.000000, 17758
25003, 9457-40422,23.397830,113.340410, 2836
25003, 9741-32624,0.000000,0.000000, 2739
25003, 9510-15781,23.261140,113.318720, 1862
25003, 10327-18742,23.154940,113.311390, 1804
25003, 9447-46551,0.000000,0.000000, 1778
25003, 9430-53182,23.256670,113.249630, 1634
2005, 10032-18204,0.000000,0.000000, 109582960
2005, 10327-19891,23.158040,113.302210, 2304096
2005, 10023-35971,0.000000,0.000000, 1203644
2005, 10042-13852,23.131360,113.377750, 1082487
2005, 10031-49389,0.000000,0.000000, 1065939
2005, 9675-65402,0.000000,0.000000, 764194
2005, 9692-12631,0.000000,0.000000, 653576
2005, 9429-65428,0.000000,0.000000, 600391
2005, 10009-19037,23.100560,113.268100, 382429
2005, 10324-51453,23.566380,113.712500, 328639
10070, 9429-30672,0.000000,0.000000, 126714
10070, 10023-14219,0.000000,0.000000, 51119
10070, 10309-22127,0.000000,0.000000, 45236
10070, 9461-48997,0.000000,0.000000, 15851
10070, 9731-18258,23.188480,113.272970, 14732
10070, 10024-53401,0.000000,0.000000, 12473
10070, 10023-35921,0.000000,0.000000, 7965
10070, 9474-49827,0.000000,0.000000, 4901
10070, 10323-23069,0.000000,0.000000, 4892
10070, 10022-19898,22.962500,113.480000, 2183
2007, 10023-15736,0.000000,0.000000, 8478523
2007, 10037-10892,0.000000,0.000000, 190851
2007, 10037-32927,0.000000,0.000000, 89849
2007, 9455-25246,0.000000,0.000000, 6852
2007, 10030-35638,23.118150,113.245470, 6003
